global_step,episode,running_reward,running_time,running_discounted_reward,episode_reward,episode_time,episode_discounted_reward,epsilon_low,epsilon_high,lr_low,lr_high,timestamp
30,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.8,0.8,1773310474.899728
60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.8,0.8,1773310474.905115
90,1,-90.0,6.25,-85.15432342807907,-1800.0,125.0,-1703.0864685615813,0.8991,0.8991,0.7992,0.7992,1773310474.9124665
120,3,-147.175,7.928125,-141.88391523401938,-445.0,22.0,-439.64600118999016,0.8973026990999999,0.8973026990999999,0.7976023992,0.7976023992,1773310474.9197493
